nominal_duration,plan_duration,expected_value,std_dev
47.60499858856201,111.24717497825623,48.233009338378906,1.8295176029205322
45.305002212524414,113.62306785583496,45.32758331298828,2.243316650390625
45.305002212524414,129.8310170173645,45.0461540222168,2.113837480545044
45.305002212524414,124.04198050498962,45.18807601928711,1.7314159870147705
92.77900409698486,114.23120617866516,92.86292266845703,2.1570346355438232
85.42100238800049,119.84123015403748,85.95095825195312,1.9236371517181396
93.84400177001953,102.35116004943848,94.8531494140625,1.6834077835083008
84.22500419616699,101.82532334327698,84.26299285888672,1.8061981201171875
95.36300086975098,121.44058895111084,95.4332275390625,2.10317325592041
98.06000232696533,102.83105516433716,98.02300262451172,1.7958394289016724
90.76500129699707,111.62986612319946,90.94863891601562,1.8868190050125122
95.26900100708008,100.83867502212524,96.23226928710938,1.754673719406128
97.67500305175781,125.8331458568573,98.03942108154297,1.8214114904403687
105.06099891662598,113.23961758613586,105.06978607177734,1.8182785511016846
96.93999671936035,97.43792009353638,97.33482360839844,1.759717345237732
93.65799903869629,103.23332953453064,94.18242645263672,1.5247209072113037
98.72999954223633,117.43078804016113,98.8541030883789,1.6639552116394043
94.10300064086914,97.82554912567139,94.04598236083984,1.5656071901321411
96.23299598693848,101.62899947166443,96.52877044677734,1.7938034534454346
89.30500030517578,98.0470073223114,89.19591522216797,1.5112613439559937
97.59800243377686,112.83905601501465,97.62434387207031,1.9713866710662842
101.22599792480469,107.2371096611023,101.20328521728516,1.7965776920318604
96.66900062561035,128.44012212753296,97.72058868408203,1.670395851135254
95.82599830627441,100.24125170707703,95.93206024169922,1.7721214294433594
95.57499885559082,101.83732867240906,95.59101867675781,1.7257463932037354
103.1769962310791,98.64345121383667,102.88211822509766,1.9079011678695679
96.96000099182129,98.03735423088074,96.99315643310547,1.8141919374465942
101.38000106811523,117.6394293308258,101.4636459350586,1.9108984470367432
101.04499816894531,113.85662961006165,101.09233856201172,2.063863754272461
106.73600196838379,113.65411686897278,106.89984130859375,1.8118524551391602
107.2039966583252,115.24168419837952,107.22268676757812,1.9879692792892456
108.8949966430664,111.83672547340393,108.87973022460938,1.93758225440979
108.36100101470947,101.24329614639282,108.2614517211914,1.9462287425994873
94.10700416564941,96.64793133735657,94.31840515136719,1.6182606220245361
98.01400184631348,112.84323835372925,98.06990051269531,1.7372268438339233
104.22600173950195,110.44851016998291,104.3718032836914,1.8761264085769653
105.66000175476074,122.44874739646912,106.01403045654297,1.5994453430175781
105.45700263977051,113.65469551086426,105.4581298828125,1.7558950185775757
96.16400146484375,97.84691333770752,96.25717163085938,1.4693866968154907
84.49899959564209,93.24489879608154,84.23930358886719,1.919378399848938
95.1379976272583,102.46213603019714,95.51998138427734,1.6695953607559204
96.06899929046631,114.85785627365112,95.98341369628906,1.8149551153182983
100.89400100708008,95.05424618721008,101.09873962402344,2.1269192695617676
97.74399948120117,112.05687999725342,98.08177947998047,1.58353590965271
91.65999984741211,96.45664978027344,92.3498306274414,1.4133892059326172
90.94499969482422,90.64420485496521,91.26779174804688,1.408322811126709
87.20899772644043,95.8579089641571,88.14594268798828,1.3451532125473022
92.07999992370605,102.45664310455322,92.03052520751953,1.848717212677002
89.2130012512207,92.46013689041138,89.41432189941406,1.5141780376434326
87.79399871826172,89.65251731872559,88.00179290771484,1.4766039848327637
